gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,feature_2
1,0,1,0,67,1,2,2,1,1,1,1,1,1,2,0,1,90,2948,1.4595094858493636
1,1,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,798,3016,4.805402316978615
0,0,1,1,64,1,2,1,2,0,2,0,2,2,2,1,1,1315,5276,3.1334119631187214
1,0,0,0,68,1,2,1,0,0,2,2,2,2,2,1,0,1358,5426,4.232334201825929
0,0,0,1,13,1,2,1,2,0,0,2,0,0,0,1,3,981,2407,2.8940538687827226
1,1,0,0,4,0,1,0,0,0,2,2,2,0,0,0,1,305,801,4.139496244373661
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,0,2,17,11,0.762340347832317
0,0,1,1,17,1,2,2,1,1,1,1,1,1,2,0,3,91,1307,1.4649509317268694
0,0,0,0,29,1,2,1,0,2,2,2,2,2,1,0,1,1427,3959,4.274494815082588
1,0,0,0,67,0,1,0,0,0,2,0,0,2,0,1,0,233,3696,2.9748918658190107
0,0,0,0,44,1,2,1,0,2,0,0,2,0,0,1,1,1041,4270,4.013193922629923
0,0,0,1,66,1,2,1,0,2,0,2,2,2,1,1,0,1360,5400,4.233580105545461
0,0,0,1,17,0,1,0,0,0,0,0,0,2,0,1,2,182,1539,2.8314850804230636
0,0,1,0,51,1,2,1,0,2,2,0,2,2,0,1,2,1330,4917,4.2147355288045745
1,0,0,0,25,1,0,1,0,2,2,2,0,0,1,1,2,965,3357,3.952805659300519
0,1,1,0,17,0,1,0,0,0,2,0,2,2,0,1,2,336,1915,4.200868668880943
0,0,1,0,57,1,2,0,2,0,0,2,0,2,1,1,2,656,4250,2.587381213072535
0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,379,186,3.2788975104036404
0,0,1,0,2,1,2,1,0,2,0,0,0,2,0,1,1,1085,889,4.0465596589656725
1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,2,34,1460,1.0243974584998852
1,1,1,0,40,0,1,0,0,2,2,0,2,2,0,1,2,425,3388,4.354886144508901
1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,1,1,19,2476,0.8019831273171423
0,0,1,0,58,1,0,1,2,0,2,0,0,0,1,1,1,893,4529,2.8202037765364603
0,1,0,0,21,1,0,2,1,1,1,1,1,1,1,1,3,29,1281,1.961009057454548
1,0,0,0,21,1,0,0,0,2,0,2,0,0,1,1,1,448,2443,3.3904364061448713
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,32,84,1.0
1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,3,24,2703,0.888175022589804
0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3,77,96,2.3839555034549
0,0,1,1,66,0,1,0,0,2,2,2,2,2,2,1,2,517,4309,3.4889770169757015
1,1,1,0,23,1,2,1,0,2,2,0,2,2,0,1,2,1314,3511,5.2045456590917505
0,0,1,0,2,1,2,1,0,0,0,0,2,2,0,1,2,1151,1011,4.094633777756003
0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,2,787,1269,3.794852904233013
0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,0,2,885,1040,3.8849788080897727
1,0,0,0,61,1,2,1,2,2,2,0,0,0,0,0,0,1069,4895,2.962780615854977
1,0,1,0,35,1,0,1,2,0,0,0,2,2,0,1,2,1119,3978,2.999835084031176
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,103,64,3.5267800828390694
0,0,0,1,23,1,0,2,1,1,1,1,1,1,2,0,3,23,1442,0.8721712305548575
0,1,0,0,63,1,2,1,2,0,2,2,2,2,0,1,0,1400,5372,4.18642214020941
0,0,0,0,24,1,2,1,0,2,2,2,2,2,2,0,2,1399,3702,4.257587115209741
1,0,1,0,65,1,2,1,2,0,2,0,2,2,2,1,1,1349,5342,3.1549359397528773
1,0,0,0,43,1,0,2,1,1,1,1,1,1,2,0,1,36,2063,1.0476725110792193
0,0,0,0,9,0,1,0,0,0,0,2,0,0,2,1,3,132,1028,2.6553072804614666
1,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,3,759,1918,3.7674574424119744
1,1,0,0,14,1,0,1,0,2,0,0,0,0,0,1,2,764,2292,4.772408126308035
0,0,0,0,53,1,0,1,2,2,0,0,2,2,1,1,1,1240,4800,3.0843107325712014
0,0,0,0,1,1,0,1,0,2,0,0,2,0,0,1,0,1003,734,3.9834574873353246
0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,2,774,1517,3.7822322388798937
0,1,0,0,2,1,0,1,0,0,2,0,2,0,0,1,2,998,822,4.979478001378938
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,766,325,3.7743811441896225
0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,455,844,3.4009659145500195
1,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,26,346,0.9186451916253062
1,0,1,0,46,1,0,0,0,2,2,0,2,2,2,0,2,748,4050,3.756473414471382
0,0,0,0,25,1,2,1,0,0,0,0,0,0,0,1,0,775,3128,3.783209055187582
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19,13,0.8019831273171423
1,0,1,1,59,1,0,1,0,2,2,0,2,0,1,0,2,1074,4845,4.038321175599345
0,0,0,0,31,1,2,1,0,0,2,0,2,2,0,1,2,1265,3961,4.172709062835786
1,1,0,0,0,1,2,1,0,0,2,0,2,0,0,1,2,1031,424,5.005453857427926
0,0,1,0,24,1,2,2,1,1,1,1,1,1,1,1,3,119,1811,1.6008145869261412
1,0,1,1,65,1,2,2,1,1,1,1,1,1,1,1,1,103,3019,1.5267800828390694
1,1,0,0,48,1,2,0,2,2,2,2,0,2,2,0,1,895,4296,3.8219455437316725
1,0,1,1,4,1,0,1,2,0,2,0,0,2,0,1,3,1062,1316,2.9574829276162555
0,0,0,1,42,1,0,0,2,2,0,0,0,2,0,1,2,584,3672,2.5032802358673285
0,0,1,0,7,1,2,1,0,0,0,0,0,2,0,1,2,959,1853,3.947877982650307
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,29,23,0.961009057454548
1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,354,170,3.2344515673634464
1,0,0,0,66,0,1,0,2,0,2,2,2,0,1,1,0,355,3957,2.164503417257715
0,1,1,0,17,0,1,0,0,0,2,0,2,2,0,1,2,336,1915,4.200868668880943
1,0,0,0,56,0,1,0,0,2,0,0,2,0,0,1,2,223,3324,2.9489062954180154
1,0,1,0,30,1,0,1,0,0,2,0,2,2,1,1,2,1123,3768,4.074515284169004
1,0,1,1,66,1,2,0,2,0,2,0,2,2,2,1,2,862,4796,2.792798984254612
0,0,0,0,58,1,2,2,1,1,1,1,1,1,2,0,2,78,2811,1.390115677352187
1,0,0,0,40,1,0,1,0,2,0,2,2,0,1,1,2,1046,4141,4.017041670757764
1,1,0,0,46,1,0,1,2,0,0,0,0,2,0,0,3,971,4287,3.885935423329566
1,0,1,0,2,0,1,0,0,0,0,2,0,0,0,1,2,138,444,2.67901914545878
1,1,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,757,1730,4.765469861541426
0,0,0,0,53,0,1,0,2,0,0,2,0,2,1,0,0,279,3476,2.012272491451357
0,0,1,1,29,0,1,0,0,0,0,2,2,2,0,0,1,392,2890,3.3010888478979767
1,1,1,0,71,1,0,1,2,2,0,2,0,0,2,1,1,957,5099,3.874456480306506
1,0,1,0,51,0,1,0,2,0,0,0,0,2,0,1,2,233,3266,1.9031184032827175
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,669,264,3.673543810229199
1,0,0,0,39,1,2,1,0,0,2,2,2,2,0,0,0,1325,4324,4.211561778570875
1,0,1,1,3,1,0,2,1,1,1,1,1,1,0,1,3,38,350,1.069935054081614
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,278,121,3.081831991938958
1,0,1,0,23,1,2,0,2,0,0,2,0,0,1,1,2,496,2641,2.3883877643326836
0,1,1,1,13,1,2,1,0,0,0,0,2,2,0,1,2,1163,2640,5.103136291793827
1,0,1,1,65,1,0,2,1,1,1,1,1,1,2,0,1,28,2670,0.9472943612303364
0,0,0,0,4,1,0,0,2,0,0,2,0,0,0,0,1,423,932,2.279949181629953
1,0,1,0,37,1,2,1,2,0,0,0,2,0,0,0,0,1088,4031,2.977021454463477
0,0,1,1,68,1,0,0,0,2,2,2,0,0,1,0,0,509,4326,3.4781119495024013
0,0,1,1,68,1,0,2,1,1,1,1,1,1,2,0,1,24,2762,0.888175022589804
0,1,1,1,65,1,2,1,2,2,0,2,2,2,1,1,1,1430,5394,4.204517107898595
0,0,1,1,68,1,2,1,0,2,2,0,2,2,0,1,2,1308,5444,4.2006988588160885
0,0,1,0,43,1,0,0,2,2,2,0,0,0,1,1,3,555,3664,2.4670475442752733
1,0,0,0,8,1,0,0,2,0,0,2,0,2,0,0,3,604,1529,2.527438202641472
0,0,1,0,22,1,0,0,0,0,0,2,2,0,1,0,0,526,2642,3.5010406138486934
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,81,52,2.4082246852806923
0,0,1,0,47,1,2,0,2,0,0,2,0,0,1,1,0,537,3789,2.443789311652383
0,1,0,0,40,1,2,1,0,2,2,0,2,2,0,1,2,1317,4325,5.206463792033728
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,1178,1008,4.113666292484971
1,0,1,1,41,1,0,0,2,0,0,2,0,2,1,0,1,579,3685,2.4971374956169328
1,0,0,0,2,1,2,1,0,0,2,0,2,2,0,1,2,1258,1101,4.1680807891311815
0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,3,133,433,2.6593183369408573
0,0,1,1,3,1,0,0,2,0,0,0,0,0,0,0,2,374,808,2.1984265844386828
0,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,3,66,2983,1.311579248730029
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,792,899,3.79966261917404
0,0,0,0,3,0,1,0,2,2,0,0,0,0,0,1,2,165,581,1.7047208541977854
0,1,1,0,14,1,0,1,0,2,0,0,2,2,0,1,2,1140,2559,5.086777279672559
0,1,0,0,42,1,0,1,2,2,0,2,2,2,0,1,1,1385,4516,4.177258076172521
0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,0,2,764,1315,4.772408126308035
1,0,0,0,4,1,2,1,0,0,2,0,2,0,0,1,2,1101,1354,4.058424431942646
0,0,1,0,59,1,2,1,0,2,0,0,2,2,0,1,2,1235,5045,4.152727095252302
0,0,1,0,6,1,0,0,2,0,2,2,2,2,0,0,0,893,1582,2.8202037765364603
1,0,0,0,4,1,2,1,0,0,2,0,2,0,0,1,2,1101,1354,4.058424431942646
0,0,1,1,70,1,0,0,2,2,2,2,2,2,2,0,1,1005,5156,2.913271376363948
1,0,1,1,71,0,1,0,2,2,2,2,2,2,2,1,1,601,4557,2.5238557021765153
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,31,25,0.9873407546644581
0,0,1,0,32,1,0,0,0,2,0,2,0,0,1,1,1,421,3148,3.348547155142978
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,781,1575,3.7890488705775174
0,0,0,1,0,1,0,0,2,2,0,2,0,0,0,1,2,526,235,2.4292671513124002
0,0,1,1,21,1,2,2,1,1,1,1,1,1,2,0,1,94,1543,1.4809931815870692
1,0,1,0,1,1,0,1,0,0,0,2,2,2,0,1,2,1131,689,4.0803039990980485
0,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,1,25,2254,0.9036539387158786
1,1,0,0,21,1,2,1,0,0,0,2,2,0,0,1,0,1065,3189,5.031530238321764
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,3,38,32,1.069935054081614
1,1,1,1,40,1,2,1,0,2,2,2,2,2,1,1,2,1450,4492,5.288185860160115
0,0,0,0,40,1,2,0,0,2,0,0,0,0,1,1,1,471,3471,3.4245552826546963
1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,785,334,3.792922171661476
1,1,0,0,9,1,0,1,0,2,0,0,0,0,0,1,2,734,1749,4.74230527684505
1,0,1,1,70,1,2,0,2,0,0,0,2,0,1,1,2,626,4549,2.5532837618513837
0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,2,272,1253,3.068412765049822
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,2,48,42,1.168943542395397
0,0,0,0,10,1,2,0,0,0,0,0,0,2,0,1,3,506,1614,3.474002313818797
0,0,1,1,7,1,0,2,1,1,1,1,1,1,1,1,3,23,607,0.8721712305548575
0,0,0,1,15,1,0,1,0,0,0,0,2,0,0,1,2,888,2594,3.887609127906017
0,1,0,0,27,1,2,1,0,0,2,2,2,2,0,1,2,1297,3742,5.193609575158356
1,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0,3,164,81,2.773120680622141
0,0,1,0,36,1,2,1,0,0,2,0,0,0,0,1,1,847,3715,3.8510280511621717
0,0,1,0,24,1,2,0,0,2,0,0,0,0,0,0,2,428,2668,3.3596091376104895
1,0,1,1,4,1,0,2,1,1,1,1,1,1,1,0,2,39,478,1.0807165492618438
0,0,0,0,9,1,0,1,2,0,0,0,2,0,0,1,3,955,1954,2.8728056828481234
0,1,1,0,0,1,2,1,0,2,0,0,2,0,0,1,2,1067,437,5.033043291943015
1,0,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3,26,20,0.9186451916253062
1,0,1,1,54,1,2,1,0,0,2,0,2,0,0,1,1,1063,4730,4.0300149098580675
1,1,1,1,28,1,2,1,0,0,2,0,2,2,0,1,2,1308,3776,5.2006988588160885
0,1,0,0,9,0,1,0,0,0,0,2,0,0,0,1,2,133,1006,3.6593183369408573
0,0,1,1,20,0,1,0,2,0,2,0,2,2,1,1,2,464,2402,2.3425416166554234
0,0,1,0,50,1,0,1,2,2,2,0,2,0,1,1,2,1117,4522,2.9983785969666883
0,0,1,1,18,1,0,0,0,0,2,0,0,0,0,1,0,360,2148,3.245342223199209
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,794,599,3.801579705225091
0,1,0,0,22,1,0,1,2,0,0,0,0,0,0,1,0,784,2960,3.7201818667431708
0,0,0,0,14,1,0,0,2,0,2,2,0,0,0,0,2,506,2140,2.402228851282504
1,1,1,0,22,1,0,2,1,1,1,1,1,1,1,1,2,43,1419,2.121747460841898
0,0,1,1,10,1,2,0,0,0,0,2,0,2,0,1,2,629,1821,3.6285250788419035
0,0,1,1,68,1,2,0,2,2,0,2,2,0,1,0,1,750,4637,2.6867066162287703
1,0,0,0,40,1,0,1,0,2,0,2,2,2,2,1,1,1232,4363,4.150707612811116
0,0,1,1,32,1,0,1,0,0,2,0,2,2,1,1,2,1123,3867,4.074515284169004
1,1,1,0,6,1,2,1,0,0,2,0,2,2,0,1,2,1224,1709,5.14530302726885
1,0,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3,22,16,0.8556007362580844
1,0,0,0,7,1,2,0,0,0,0,0,2,0,0,1,2,512,1323,3.482202253184497
1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,347,167,3.2215575570986106
1,0,0,0,24,1,0,2,1,1,1,1,1,1,0,1,3,31,1510,0.9873407546644581
0,1,0,0,20,1,2,1,0,0,0,0,2,2,0,1,0,1155,3271,5.0974757959559565
1,1,1,1,9,0,1,0,0,0,0,0,0,2,0,1,0,176,1174,3.8125647767752704
0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,2,302,413,3.1332957425424843
1,0,0,0,24,1,2,0,2,2,2,2,0,2,0,0,0,902,3272,2.8280173114961555
1,0,1,0,3,1,2,0,0,0,2,0,2,0,0,0,2,616,910,3.6134008504102284
0,0,0,0,7,1,0,1,2,0,0,0,2,0,0,0,2,960,1713,2.876927509133347
1,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,73,1628,1.3586558182407358
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,680,273,3.6855455456418658
0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,1,1,180,523,2.825234500494767
0,0,0,0,24,1,2,1,0,0,0,0,2,0,0,1,3,953,3307,3.9429255798710976
0,0,1,0,69,1,0,0,2,2,2,2,2,2,2,0,1,990,5026,2.9013040585746355
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,296,1310,3.1207454228486045
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,704,297,4.711201472516169
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,12,7,0.6437518295172258
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,291,453,4.110130396459777
1,0,1,0,50,1,2,1,2,0,2,2,2,2,1,1,2,1447,4947,3.2146365055760366
1,0,0,0,2,1,2,1,0,0,2,0,2,2,0,1,0,1269,1025,4.175344598847825
0,0,1,0,57,0,1,0,2,2,0,0,2,0,1,1,2,304,3568,2.0656613905358063
0,0,1,1,37,1,0,0,2,2,0,2,2,2,1,0,1,874,3836,2.803499394832318
0,0,0,1,16,1,0,0,0,0,0,0,2,2,0,1,3,599,2316,3.593232875236122
1,0,1,1,61,1,0,2,1,1,1,1,1,1,2,0,0,37,2573,1.0589241364785171
0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,441,209,3.379774445235429
0,0,0,0,27,1,2,0,2,0,2,0,0,0,1,0,3,507,2968,2.4036008905389674
1,0,1,1,64,1,2,1,0,0,2,2,2,2,2,1,0,1311,5269,4.2026240195049045
1,0,1,1,71,1,0,1,2,0,2,2,2,2,2,1,1,1327,5473,3.1410589639589066
0,0,0,0,22,1,2,1,0,0,0,0,0,0,0,0,0,788,3063,3.7958167989228353
0,0,0,0,22,1,0,2,1,1,1,1,1,1,0,1,0,34,1389,1.0243974584998852
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,32,26,1.0
0,0,1,1,18,1,2,1,0,0,0,2,0,2,1,1,0,1042,2998,4.013964653226934
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,879,735,3.87969669635459
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,28,250,0.9472943612303364
0,0,1,1,62,1,2,1,2,0,0,0,2,2,1,1,1,1232,5151,3.078934150274823
0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,871,377,3.872608826762721
0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,138,71,1.6072456829224868
1,1,1,0,22,1,0,1,2,2,0,0,0,2,0,1,2,1055,3270,3.9521572302321806
1,0,1,1,68,1,0,1,0,0,0,2,2,2,2,1,1,1151,5260,4.094633777756003
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,36,30,1.0476725110792193
1,1,1,0,68,1,2,1,0,2,2,2,2,2,2,1,0,1390,5415,5.252095010918279
0,0,1,0,20,0,1,0,2,0,0,0,0,0,0,0,2,122,1653,1.5420242053431337
0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,130,667,1.5754382181690785
0,1,0,0,7,1,2,1,0,0,2,0,2,2,0,0,2,1265,1877,5.172709062835786
0,0,0,0,41,1,2,0,2,2,0,0,0,0,1,1,0,529,3499,2.4332516539809963
0,0,1,1,8,1,2,1,0,0,0,0,2,0,0,1,0,968,1836,3.9552603117784635
1,0,0,0,21,0,1,0,0,2,2,0,0,2,1,1,0,272,2061,3.068412765049822
1,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,0,1109,5280,3.9925317032765655
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,3,25,756,0.9036539387158786
0,0,1,1,25,1,0,1,0,0,0,0,2,2,0,1,2,1071,3469,4.036062605295837
1,0,0,1,54,1,0,2,1,1,1,1,1,1,1,0,0,10,2189,0.5848931924611136
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,0,41,2265,1.1016324782757847
1,0,1,0,69,1,0,1,2,2,2,2,0,2,2,0,1,1259,5367,3.096969767948938
0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,41,35,1.1016324782757847
0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,1,2,288,1411,3.1036911478307196
1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,791,338,4.7987026234427805
0,0,0,1,17,1,2,0,2,0,0,0,0,2,0,0,2,601,2411,2.5238557021765153
1,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,78,3033,1.390115677352187
0,1,1,0,55,1,2,1,0,0,2,0,2,2,0,1,0,1252,4937,5.164097270424242
1,0,1,1,25,1,0,0,0,0,2,0,0,0,1,0,3,375,2560,3.271946949706187
0,1,0,0,1,1,2,1,0,2,0,0,0,2,0,0,2,1045,668,5.016273300068259
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,792,899,3.79966261917404
0,0,1,1,63,1,0,2,1,1,1,1,1,1,1,0,0,24,2625,0.888175022589804
1,1,1,0,22,1,0,1,0,0,0,0,2,2,0,1,2,1064,3326,5.030772858926139
1,0,1,1,59,1,0,0,0,2,0,2,2,2,2,0,0,813,4498,3.819601974029574
1,0,1,0,62,1,2,1,0,2,2,0,2,2,0,1,2,1281,5198,4.183211530954667
1,0,0,0,55,1,2,1,0,2,0,2,0,2,0,1,2,1136,4736,4.083905332154946
1,0,0,0,35,1,2,1,0,0,0,0,0,2,0,1,2,956,3831,3.9454048894687928
0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,2,774,1517,3.7822322388798937
1,1,1,0,26,1,2,1,2,0,2,0,0,0,1,1,2,979,3391,3.892435493490969
0,0,1,1,12,1,0,1,0,0,0,0,2,2,0,0,2,1022,2480,3.998436277864405
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,674,268,3.679018564500932
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,1,3,27,617,0.9331820449317629
0,0,0,0,38,0,1,0,0,2,2,2,0,0,0,0,0,252,2919,3.021900135585635
1,0,0,0,18,1,0,1,0,2,2,0,0,0,0,1,2,833,2809,3.8382123656692206
0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,3,293,819,3.114393785187691
1,0,0,0,50,1,0,1,2,0,0,0,2,0,1,0,3,988,4382,2.8996974759540644
1,0,1,0,64,1,2,1,2,2,2,0,2,0,2,1,2,1226,5165,3.0748833543835614
1,0,0,0,51,1,0,1,0,2,0,0,0,2,0,1,2,968,4411,3.9552603117784635
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85,55,2.4315532514941225
0,1,0,0,16,1,2,1,0,0,2,0,0,0,0,1,1,917,2799,4.9126758261645564
1,0,1,1,22,1,2,2,1,1,1,1,1,1,1,0,3,76,1513,1.377730991574249
1,0,0,0,26,1,0,0,2,0,0,2,0,0,0,0,3,415,2789,2.267174259432518
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,297,471,3.122851190907771
0,0,0,0,9,1,2,1,0,0,0,2,2,2,0,1,2,1210,2269,4.135776622790052
1,1,0,0,7,1,2,1,0,0,2,0,2,2,0,1,2,1251,1929,5.163431866543913
0,0,1,0,70,1,2,1,2,2,2,2,2,2,2,1,1,1492,5571,3.240971381406074
0,0,1,1,41,1,2,1,2,2,0,0,2,0,1,1,1,1136,4226,3.0121318696186528
1,0,1,1,36,0,1,0,2,2,2,0,0,0,0,0,0,239,2777,1.9182843137431944
1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,850,361,4.8537521953997205
0,0,0,1,8,1,0,1,2,0,2,2,0,2,0,0,0,1108,2019,2.9917984711945884
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,33,27,1.0123466170855586
1,0,0,0,62,1,2,0,2,2,2,2,0,0,1,0,0,664,4314,2.5962627609804882
1,0,0,1,8,1,0,0,0,0,0,0,2,0,0,0,2,452,1344,3.3964692493056643
0,0,1,0,42,1,2,0,2,2,0,2,2,2,2,0,1,990,4076,2.9013040585746355
1,0,1,0,52,1,0,2,1,1,1,1,1,1,2,0,1,26,2336,0.9186451916253062
0,0,1,0,29,1,0,2,1,1,1,1,1,1,0,0,0,21,1693,0.838416287252544
1,0,1,1,60,1,0,2,1,1,1,1,1,1,1,0,3,36,2483,1.0476725110792193
0,0,0,0,8,1,0,0,0,2,0,2,2,0,0,0,3,627,1644,3.6262146503019066
0,0,1,1,60,1,2,0,2,2,0,0,0,0,0,0,2,522,4107,2.4239261033757797
0,0,1,0,27,1,2,1,0,0,2,2,2,2,0,1,2,1325,3828,4.211561778570875
0,0,1,1,22,1,2,1,2,0,0,0,0,0,1,0,1,904,3111,2.829745176939138
1,1,1,0,57,1,2,1,2,2,2,0,2,2,1,1,2,1398,5138,4.185204817082235
1,0,0,1,29,1,2,2,1,1,1,1,1,1,1,0,0,96,1800,1.4914618792310348
0,0,1,0,12,1,2,1,0,2,2,0,2,0,0,0,2,1129,2467,4.078859898931186
1,0,1,1,59,1,0,0,2,2,0,2,2,2,0,1,1,849,4534,2.781071540626477
0,0,0,0,12,0,1,0,0,2,0,0,0,0,0,1,2,155,1144,2.741992986641268
0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,370,181,3.2631748476986786
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,21,15,0.838416287252544
1,1,1,0,43,1,2,1,0,0,2,0,2,0,0,1,2,1039,4285,5.01165068282614
0,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,1,36,459,1.0476725110792193
1,0,0,0,0,1,2,0,0,2,0,2,0,0,0,0,3,528,236,3.5036989621017653
0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,2,844,357,3.8482961770109854
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,35,448,1.0361680046403983
1,0,1,1,3,1,0,0,0,0,0,2,0,2,0,0,1,554,851,3.5375448359037396
1,0,0,1,3,1,2,1,0,0,0,2,0,0,0,0,1,884,1110,3.8841004496892952
0,0,0,0,34,1,2,1,0,2,0,2,0,0,0,0,1,967,3757,3.954442771338244
1,0,0,0,17,1,2,1,0,0,2,0,0,2,0,1,1,1069,2920,4.03455407839127
0,0,1,0,16,0,1,0,0,2,2,0,0,0,0,1,1,195,1676,2.870826340109791
1,0,0,0,53,1,0,1,2,2,0,2,2,2,1,1,1,1337,4925,3.1473893192356037
0,1,1,0,47,1,2,1,2,2,2,2,2,2,0,0,2,1518,4838,4.255898704083679
1,0,1,1,34,1,2,0,0,0,0,2,2,2,1,1,0,745,3643,3.753455354803991
0,0,1,1,3,1,2,0,0,2,0,2,0,0,0,1,3,499,833,3.4643368157249688
0,1,1,0,55,1,2,1,2,2,2,2,0,0,1,0,2,1160,4852,4.029243804392123
1,1,1,0,69,1,2,1,0,2,2,0,2,2,0,1,2,1290,5369,5.189073130131996
0,0,0,0,36,0,1,0,0,0,0,2,0,0,0,0,1,123,2163,2.618068601888982
0,0,1,0,71,1,2,1,2,2,2,0,2,2,2,1,2,1433,5510,3.2063098519203637
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,297,471,3.122851190907771
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,26,20,0.9186451916253062
1,0,0,1,16,1,0,0,0,2,2,2,2,2,1,0,2,885,2774,3.8849788080897727
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,14,9,0.6952182030724354
1,0,1,1,17,1,0,1,0,0,0,2,0,2,0,1,2,973,2923,3.9593379083917393
0,0,1,0,41,1,2,0,2,0,2,2,2,2,2,0,1,948,4075,2.867006024481059
0,0,1,1,29,1,0,0,0,0,2,2,2,0,1,1,2,595,3237,3.588421029542994
