gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,1,1,0,65,1,2,0,0,2,2,0,2,2,2,1,0,879,4783,1
0,0,1,0,48,1,2,1,2,2,2,2,0,2,2,0,1,1361,4754,0
1,1,0,0,20,1,2,1,0,2,2,0,2,2,0,1,2,1316,3416,0
1,1,1,0,23,1,2,1,2,0,0,0,0,0,0,1,2,845,3073,1
1,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,548,240,0
1,0,0,0,5,1,0,1,2,2,0,0,0,0,0,1,2,847,1437,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,286,128,1
1,0,0,1,48,1,2,1,2,2,2,0,2,2,1,1,1,1405,4794,0
0,0,1,1,5,0,1,0,0,2,2,2,0,0,2,0,3,245,809,0
1,0,1,1,49,1,2,1,2,2,2,0,2,2,1,1,2,1387,4831,0
1,0,1,1,57,1,2,1,0,0,2,2,2,2,1,1,0,1330,5051,0
0,0,1,1,64,1,2,0,2,2,2,2,2,2,2,1,3,1064,5029,0
0,0,0,0,63,1,2,0,2,2,2,2,2,2,2,1,1,989,4841,0
1,0,1,0,37,1,2,1,2,0,2,2,2,2,1,1,2,1432,4444,0
1,0,0,0,35,1,2,1,0,0,0,0,0,2,0,1,2,959,3839,1
1,1,0,0,63,1,2,1,0,0,2,2,2,2,1,0,2,1278,5263,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,33,27,1
1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,763,322,1
1,0,0,0,0,1,2,0,0,0,2,2,0,0,0,0,3,563,245,1
0,0,1,0,71,0,1,0,2,2,2,0,0,2,2,1,2,352,4079,0
1,0,1,0,59,1,0,2,1,1,1,1,1,1,2,1,0,38,2448,0
1,0,0,0,45,0,1,0,2,0,2,2,0,0,2,0,3,211,3061,0
0,0,1,1,68,0,1,0,0,2,2,0,2,2,2,1,1,444,4159,0
1,1,0,0,30,1,2,1,0,0,2,2,2,0,0,1,0,1178,3736,0
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,26,2705,0
1,0,1,0,11,1,0,1,2,2,2,0,0,0,0,1,2,953,2145,0
1,0,1,1,38,1,0,0,2,0,2,2,2,2,1,0,1,868,3895,1
1,0,0,0,43,1,2,0,0,2,2,2,2,2,1,1,0,966,4131,0
0,0,1,1,55,1,2,0,2,2,2,2,2,0,2,0,1,893,4523,0
0,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,1494,5599,0
1,0,0,0,4,1,2,1,0,2,2,0,2,2,0,0,3,1311,1519,1
0,0,0,0,10,1,2,1,2,0,0,0,0,0,0,1,0,848,2101,0
1,1,1,0,23,0,1,0,2,0,0,0,0,2,0,0,0,220,2159,1
0,1,1,0,14,1,0,1,0,2,0,0,2,2,0,1,2,1140,2559,0
1,0,0,0,71,1,0,2,1,1,1,1,1,1,2,1,3,44,2849,0
1,0,1,0,55,1,2,0,0,2,2,0,0,0,2,0,1,516,3990,0
1,1,0,0,63,1,0,2,1,1,1,1,1,1,2,1,0,29,2447,0
0,0,1,0,33,1,2,1,0,0,2,0,2,2,0,1,2,1248,3998,0
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,805,671,1
1,0,0,0,34,1,0,2,1,1,1,1,1,1,1,0,0,40,1835,0
1,0,0,0,4,1,0,0,0,0,0,2,0,0,0,1,2,352,807,1
1,0,0,0,8,0,1,0,2,2,2,0,0,0,1,0,3,228,1199,0
1,0,0,0,10,1,2,2,1,1,1,1,1,1,0,0,1,57,897,1
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,37,1413,0
0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,0,2,885,1040,1
1,0,0,0,30,1,0,0,2,2,2,2,2,0,0,1,0,729,3340,0
1,0,0,0,0,1,2,0,0,2,0,2,0,0,0,0,3,528,236,1
0,0,0,0,55,1,0,2,1,1,1,1,1,1,2,0,0,22,2257,0
1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,847,359,1
1,0,1,1,65,1,0,0,2,2,2,2,2,0,1,1,2,778,4697,0
1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,89,3040,0
1,1,0,0,33,1,0,1,0,0,0,0,0,0,0,0,1,670,3421,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,300,477,1
1,0,0,0,36,0,1,0,0,0,0,0,2,0,2,0,1,198,2599,0
1,0,1,1,0,1,0,2,1,1,1,1,1,1,1,0,1,25,19,0
1,1,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,24,2690,0
1,0,1,1,34,1,0,2,1,1,1,1,1,1,1,0,2,26,1710,0
0,0,1,1,5,1,0,2,1,1,1,1,1,1,1,0,3,22,458,0
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,856,892,1
0,0,1,1,68,1,0,0,0,2,2,2,0,0,1,0,0,509,4326,0
1,0,0,0,43,0,1,0,0,2,2,0,2,2,1,1,3,425,3478,1
0,0,1,0,23,1,0,1,0,2,2,0,2,2,0,1,1,1225,3508,1
0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,1,2,666,1154,0
0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,3,399,497,0
1,0,0,1,61,1,2,2,1,1,1,1,1,1,2,1,3,77,2725,0
1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,3,688,1695,0
1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,1,18,2255,0
1,0,0,0,4,1,0,1,0,0,0,0,0,2,0,0,3,843,1305,0
0,1,1,1,70,1,2,0,2,2,0,0,2,0,1,0,2,671,4685,0
1,0,0,0,17,1,2,1,0,2,0,0,0,0,0,1,2,881,2780,1
1,0,0,0,71,1,2,1,0,2,2,0,2,2,2,1,2,1302,5488,0
0,0,1,0,3,1,0,0,2,2,0,0,0,0,0,0,3,440,865,0
1,0,0,0,58,1,2,0,0,0,2,0,0,0,2,0,1,429,3861,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,709,300,1
0,1,1,0,30,1,2,1,0,0,0,0,0,2,0,1,2,958,3622,0
0,1,1,0,64,1,2,1,0,2,2,0,2,2,1,1,2,1353,5341,1
1,0,1,0,48,1,0,1,0,0,2,2,2,2,1,1,1,1224,4661,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,15,157,0
0,0,1,0,52,1,0,2,1,1,1,1,1,1,1,0,0,44,2209,1
0,0,1,0,54,1,0,1,2,0,0,0,2,2,1,1,2,1142,4789,0
1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,1,1474,5593,0
0,1,0,0,35,1,2,1,0,0,0,0,0,0,0,1,0,774,3641,0
1,1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1127,455,1
0,0,1,1,71,1,2,0,2,2,2,2,0,2,2,0,0,885,4986,0
0,0,0,0,27,1,0,0,0,2,0,2,0,0,0,0,0,439,2846,0
1,0,1,0,37,1,2,1,2,0,0,0,2,0,0,0,0,1088,4031,0
0,0,0,0,60,1,2,1,2,2,2,2,2,2,1,1,2,1524,5429,0
1,0,1,1,51,1,2,2,1,1,1,1,1,1,2,0,3,80,2617,0
1,0,0,0,66,1,0,2,1,1,1,1,1,1,1,1,3,17,2446,0
0,0,0,1,33,1,2,1,2,2,2,2,2,2,2,1,1,1504,4233,0
0,0,0,0,53,1,0,0,2,0,2,2,2,2,2,0,2,880,4395,0
0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,0,34,28,0
0,1,0,0,14,1,2,1,0,2,0,0,0,2,0,0,2,1052,2749,1
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,3,317,757,1
0,0,0,0,8,1,0,0,0,2,0,2,2,0,0,0,3,627,1644,1
0,0,0,1,45,1,0,1,0,2,2,0,2,2,0,1,2,1235,4432,0
0,0,0,0,21,1,2,1,0,0,0,2,2,0,0,1,2,1055,3246,1
1,0,0,0,37,1,0,1,0,0,0,0,0,0,1,1,0,696,3601,1
0,0,1,1,54,1,2,0,2,2,0,2,2,0,1,1,1,776,4360,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,26,20,0
1,1,1,0,63,1,0,1,2,0,2,0,0,0,1,0,1,874,4700,0
1,0,0,1,52,1,0,2,1,1,1,1,1,1,2,0,0,23,2258,1
1,0,1,0,55,0,1,0,0,0,2,2,2,2,1,1,0,427,3772,0
1,0,1,1,71,1,0,1,2,0,2,2,2,2,2,1,1,1327,5473,0
1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1,2,425,203,1
1,1,1,0,71,1,2,1,0,2,0,0,2,2,1,1,1,1190,5378,0
1,0,0,0,21,1,2,1,0,0,0,0,0,2,0,0,2,924,3103,0
0,1,0,0,7,1,2,1,0,2,2,0,2,2,0,1,2,1338,1949,1
0,0,0,1,15,1,0,1,0,0,0,0,2,0,0,1,2,888,2594,1
0,0,0,0,38,0,1,0,0,2,2,2,0,0,0,0,0,252,2919,0
0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,297,1487,0
1,0,1,0,53,1,0,0,2,2,0,0,2,2,2,1,0,767,4355,0
0,0,0,0,17,0,1,0,2,2,0,2,0,0,1,1,3,239,1783,0
1,0,1,1,66,1,2,2,1,1,1,1,1,1,2,0,0,82,2941,0
1,0,1,0,64,1,2,1,2,0,2,0,2,2,0,1,2,1314,5296,0
0,0,0,0,24,1,2,0,2,2,2,2,2,0,0,1,0,835,3132,0
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,683,276,1
0,0,1,0,66,1,2,1,0,2,2,2,2,2,1,1,1,1414,5424,0
1,1,0,0,6,1,2,1,0,0,0,0,0,0,0,0,3,751,1523,1
0,1,0,0,42,0,1,0,2,2,0,0,0,0,0,1,1,161,2825,0
1,1,0,0,8,1,2,0,2,0,0,0,0,0,0,0,2,437,1435,1
1,0,1,1,68,1,0,2,1,1,1,1,1,1,2,0,0,32,2676,0
0,0,0,1,36,1,0,2,1,1,1,1,1,1,1,0,0,34,1837,0
1,0,1,1,19,0,1,0,2,0,2,2,0,0,2,1,1,225,1937,0
1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,670,1428,0
0,1,0,0,36,1,2,1,0,0,0,0,0,0,0,1,2,801,3717,1
0,0,0,0,4,1,2,1,0,0,0,0,2,2,0,1,3,1125,1423,1
1,0,0,0,40,0,1,0,0,0,2,0,2,2,1,1,2,395,3297,0
0,0,0,0,53,1,0,1,2,2,0,0,2,2,1,1,1,1240,4800,0
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,695,787,1
1,1,0,0,68,1,0,2,1,1,1,1,1,1,2,0,1,34,2650,0
0,0,0,0,52,1,0,1,0,2,2,2,0,2,1,1,1,1136,4714,0
1,0,1,1,17,0,1,0,0,2,2,0,2,0,1,0,1,324,1919,0
1,0,1,0,63,1,0,1,2,2,0,2,2,2,2,1,1,1310,5246,0
0,0,1,1,30,1,2,1,0,2,0,0,0,2,0,1,2,1078,3791,1
0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,1,87,1454,0
1,0,1,1,56,1,0,0,2,2,0,2,0,0,1,0,3,518,4042,0
1,0,1,1,12,0,1,0,2,2,0,2,0,0,2,0,3,245,1596,0
0,1,1,0,47,1,0,0,0,2,0,0,0,2,1,1,0,506,3694,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,706,582,1
1,0,1,1,56,1,0,2,1,1,1,1,1,1,2,0,3,43,2355,0
1,0,1,0,70,1,2,1,0,2,2,2,2,2,1,1,0,1462,5548,0
0,0,1,1,6,1,2,0,0,0,0,0,0,0,0,0,2,344,1150,0
0,0,0,0,15,1,2,0,0,0,0,0,0,2,0,1,0,573,2279,0
1,0,1,0,33,1,2,1,0,0,2,0,2,2,0,0,2,1256,4052,0
0,0,1,0,36,1,2,1,0,0,2,0,2,2,0,1,2,1229,4152,1
1,0,0,0,15,1,2,1,0,2,0,0,0,0,0,1,3,879,2510,0
1,0,0,1,47,1,2,0,2,2,2,0,0,0,1,1,0,593,3820,0
1,0,1,1,57,1,0,0,0,2,0,2,2,2,1,1,1,780,4397,0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,14,606,0
0,0,0,0,37,1,0,1,2,2,2,0,0,0,0,1,1,939,3919,1
0,1,1,0,47,1,2,1,2,2,2,2,2,2,0,0,2,1518,4838,1
1,0,0,0,9,1,0,1,2,2,2,0,2,2,0,1,2,1317,2303,1
0,0,0,0,29,1,0,0,2,2,2,2,2,0,1,0,1,769,3439,0
1,0,1,0,49,1,0,2,1,1,1,1,1,1,2,0,3,39,2281,0
1,0,1,0,27,1,0,1,0,0,0,2,0,0,0,0,0,806,3290,0
0,0,0,0,65,0,1,0,2,2,2,2,2,2,2,1,0,568,4329,0
1,1,0,0,7,0,1,0,0,0,2,0,0,0,0,1,2,129,825,1
0,0,1,1,40,1,0,1,0,0,2,0,2,2,0,1,0,1145,4190,0
1,1,1,0,71,1,2,1,0,2,2,2,2,2,2,1,0,1449,5561,0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,26,708,0
0,0,1,1,37,1,0,2,1,1,1,1,1,1,0,0,3,37,1878,0
1,0,0,0,43,1,0,1,2,2,2,0,2,2,1,1,2,1349,4477,0
1,0,1,1,46,1,2,1,2,2,2,2,2,2,1,1,0,1467,4808,0
1,0,1,1,52,1,0,1,0,2,0,2,2,0,0,1,2,1102,4585,0
1,0,1,0,3,1,2,0,0,0,2,0,2,0,0,0,2,616,910,0
1,1,0,0,19,1,2,1,0,0,0,0,2,0,0,1,2,948,3050,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,290,328,1
0,1,1,0,43,1,0,1,2,2,0,2,0,0,0,1,2,964,4118,0
1,0,0,0,23,1,0,0,0,0,2,0,0,0,0,1,3,362,2412,0
1,0,1,1,14,0,1,0,2,0,0,0,0,0,0,1,0,143,1384,0
0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,94,229,1
0,0,0,1,3,1,2,1,0,2,2,0,0,0,0,0,0,942,1113,1
1,1,1,0,36,1,2,1,0,0,0,0,2,0,0,1,2,975,3888,1
0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,770,327,1
0,0,0,0,23,1,0,0,2,0,0,2,0,0,0,0,1,472,2684,0
0,0,0,0,4,1,2,1,0,2,0,0,2,0,0,1,2,1071,1362,1
0,0,0,0,32,1,2,1,0,2,2,0,2,2,0,0,2,1376,4109,0
0,0,1,1,57,1,0,2,1,1,1,1,1,1,2,1,3,25,2403,0
0,0,1,1,71,1,2,1,2,2,0,0,2,0,2,1,0,1165,5338,0
0,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,3,66,2983,0
0,1,0,0,27,1,2,1,0,2,2,0,2,2,0,1,2,1351,3878,1
1,0,1,0,50,1,0,0,2,2,2,2,2,2,2,1,1,938,4401,0
0,0,0,0,29,1,0,0,2,2,2,2,2,2,1,0,0,968,3561,1
1,1,1,0,71,1,0,1,2,2,0,2,0,0,2,1,1,957,5099,0
1,1,0,0,35,1,2,1,2,0,0,0,2,0,0,1,2,1072,3899,1
1,0,0,1,13,1,0,0,2,2,2,2,0,2,2,0,0,798,2262,0
0,0,1,1,71,1,2,0,2,2,0,2,2,0,2,0,3,767,4830,0
0,0,1,1,21,0,1,0,0,2,0,0,2,0,0,0,2,222,1982,0
0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,0,2,859,631,0
0,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,20,1030,0
1,0,1,0,69,0,1,0,2,0,2,2,0,0,2,1,1,221,3655,0
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,0,30,2694,0
0,0,1,1,38,1,2,1,0,0,0,2,2,2,0,1,1,1238,4155,0
0,0,1,1,60,1,2,0,2,2,0,0,0,0,0,0,2,522,4107,0
0,0,0,0,51,1,0,0,2,0,0,0,0,0,0,1,0,363,3563,0
0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,197,92,1
1,0,1,0,63,1,2,1,2,0,2,2,2,2,1,1,3,1392,5320,0
1,0,1,0,61,1,0,0,0,2,2,2,0,0,2,1,1,529,4147,0
1,0,1,0,29,1,0,2,1,1,1,1,1,1,2,0,3,9,1666,0
0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,2,317,729,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,288,129,0
1,0,1,0,14,1,2,1,0,0,2,2,2,2,0,1,2,1300,2870,0
1,0,1,1,26,1,0,1,2,2,0,0,0,0,1,1,1,881,3383,0
0,0,1,0,71,1,2,1,2,2,2,0,2,2,2,1,2,1433,5510,0
1,1,1,0,44,1,2,2,1,1,1,1,1,1,1,0,1,83,2421,0
0,1,0,0,44,1,2,1,2,2,0,2,2,0,0,1,2,1187,4428,0
0,0,0,0,35,1,0,0,2,2,2,2,2,0,1,1,3,802,3608,0
1,0,1,1,16,1,0,1,2,0,2,0,2,0,0,1,2,1043,2869,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,6,2,0
1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,0,765,2526,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,24,227,1
1,0,1,1,3,1,2,0,0,0,0,0,0,0,0,1,2,386,835,1
1,0,1,1,9,1,2,2,1,1,1,1,1,1,0,1,3,77,919,0
1,0,1,1,19,1,0,2,1,1,1,1,1,1,2,0,3,29,1241,0
1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,888,1130,1
1,0,0,0,25,1,2,1,0,0,2,0,2,2,0,1,2,1207,3558,1
0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,455,844,0
1,0,0,0,4,0,1,0,0,2,0,0,2,2,0,1,3,388,1046,1
0,0,1,0,3,1,2,1,0,2,0,0,2,0,0,1,2,1087,1178,1
1,1,1,0,28,1,2,1,0,0,0,0,0,2,0,1,2,947,3468,0
1,0,0,0,1,1,0,1,2,2,0,0,2,2,0,0,2,1243,775,0
0,0,0,0,28,1,0,2,1,1,1,1,1,1,2,0,3,16,1541,0
1,0,0,1,0,1,0,1,0,0,0,0,2,2,0,1,2,1072,439,1
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,675,269,1
0,1,0,0,7,1,0,1,0,0,2,0,2,2,0,1,1,1136,1825,1
1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,1,2,36,913,0
0,0,1,0,58,1,2,1,2,2,0,0,2,0,0,1,2,1142,4901,0
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,1,31,25,1
1,1,0,0,49,1,2,1,0,0,0,0,2,2,0,1,2,1161,4601,1
1,0,1,0,17,1,0,0,0,0,0,0,0,0,0,1,0,284,1858,0
0,0,1,1,16,1,0,0,2,2,0,0,2,2,0,0,3,767,2469,0
1,0,1,0,46,1,0,0,0,2,2,0,2,2,2,0,2,748,4050,0
0,0,0,0,25,1,2,1,0,0,0,0,0,0,0,1,0,775,3128,1
0,0,0,0,5,0,1,0,0,0,2,0,2,2,0,1,2,332,1044,1
1,0,1,1,18,1,2,0,0,0,0,0,0,0,0,0,1,370,2070,0
0,0,0,0,2,1,2,0,0,0,0,2,2,0,0,1,2,578,647,1
0,1,1,1,67,0,1,0,0,2,2,0,2,2,2,1,2,409,4116,0
1,0,0,0,6,0,1,0,0,0,0,0,0,0,1,1,1,76,628,0
0,0,0,0,17,1,0,2,1,1,1,1,1,1,0,1,3,19,1225,0
0,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,1,90,3163,0
1,1,1,0,12,1,2,1,2,2,0,0,0,2,0,0,1,1123,2525,0
1,0,0,0,2,0,1,0,0,2,0,2,0,0,0,1,3,208,507,1
1,0,1,0,71,1,2,1,0,2,2,0,2,2,2,1,0,1304,5425,0
1,0,1,1,65,0,1,0,0,2,2,0,2,2,2,1,1,480,4133,0
1,0,1,1,23,1,0,2,1,1,1,1,1,1,1,1,1,44,1384,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,279,122,1
0,1,1,0,21,1,2,2,1,1,1,1,1,1,1,0,0,101,1530,0
1,0,0,0,13,0,1,0,0,0,2,0,2,2,0,1,2,383,1785,1
0,1,1,0,60,1,2,1,0,2,2,0,2,2,1,1,1,1317,5183,1
0,1,1,0,39,0,1,0,0,2,0,0,2,0,0,1,2,223,2952,1
0,0,0,0,41,1,0,0,2,2,2,0,0,0,0,0,0,519,3564,0
0,0,1,1,71,1,2,0,2,0,2,2,2,2,2,1,0,928,5066,0
1,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,78,3033,0
0,0,1,0,25,1,0,2,1,1,1,1,1,1,1,0,3,12,1367,0
0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,3,307,999,0
0,0,0,0,57,1,0,1,2,2,2,0,2,2,1,1,2,1357,5103,1
1,0,1,0,50,0,1,0,0,2,0,0,0,0,0,1,1,140,2858,0
0,0,0,0,17,1,0,1,2,0,0,0,2,2,0,1,2,1168,3042,1
0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,0,778,1538,1
0,0,0,0,46,1,2,0,2,2,0,2,0,2,2,0,3,757,4039,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,291,453,1
1,0,0,0,18,1,0,0,0,0,2,2,0,0,0,1,1,445,2249,1
1,0,1,1,10,1,2,1,0,0,0,0,0,0,0,1,2,763,1960,1
0,0,1,0,63,1,2,1,0,2,2,2,2,2,0,1,2,1439,5337,0
0,0,1,0,38,1,0,1,2,0,2,2,2,2,1,1,1,1323,4327,1
0,0,0,0,14,1,2,0,2,0,0,0,0,0,0,1,3,459,2056,1
1,0,0,0,24,1,0,2,1,1,1,1,1,1,0,0,3,40,1518,0
0,0,0,0,5,1,0,2,1,1,1,1,1,1,2,0,1,21,530,0
0,1,1,0,42,1,2,1,2,2,0,0,2,0,0,1,2,1137,4342,0
0,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,30,829,0
1,1,0,0,22,0,1,0,0,0,0,0,0,2,0,1,0,178,1859,0
1,1,1,0,70,0,1,0,0,2,2,0,2,2,0,1,0,406,4153,0
0,0,0,0,33,1,2,0,0,0,0,2,2,0,0,0,3,605,3341,0
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,1,25,504,1
0,0,1,0,40,0,1,0,0,2,0,2,0,0,1,0,3,191,2698,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,22,2681,0
1,1,0,0,13,1,2,1,0,0,0,0,2,2,0,1,2,1159,2547,0
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,1,3,25,1914,0
0,0,1,1,22,1,2,1,2,0,0,0,0,0,1,0,1,904,3111,0
1,0,1,1,70,1,0,1,2,2,2,2,2,2,2,0,1,1407,5514,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,693,286,1
1,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,3,97,3099,0
1,0,1,1,5,1,0,1,0,0,0,0,0,0,0,1,2,683,1205,0
1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,1,1,28,1335,0
1,1,1,0,9,1,2,1,0,0,0,0,0,2,0,0,2,972,1983,1
0,0,1,0,6,1,0,0,2,0,0,0,0,0,0,1,0,374,1159,0
1,0,0,1,5,1,0,1,0,0,2,0,2,2,0,0,3,1137,1573,1
1,0,1,1,8,1,0,1,0,2,0,2,2,2,0,1,2,1268,2064,0
0,0,0,0,11,1,2,1,0,2,0,0,0,2,0,1,2,1038,2266,0
0,1,1,1,47,0,1,0,0,2,0,0,0,0,1,0,0,138,2691,0
1,0,0,0,19,1,0,1,0,0,0,0,2,0,0,0,2,844,2956,0
0,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,1,968,2673,1
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,3,861,636,1
0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,860,761,1
1,0,1,1,19,1,2,1,0,2,0,2,2,0,0,0,3,1182,3123,0
1,0,1,0,19,1,0,2,1,1,1,1,1,1,1,0,3,41,1282,0
1,0,1,1,18,1,0,2,1,1,1,1,1,1,1,0,3,24,1139,0
1,1,0,0,18,1,2,1,2,0,0,0,2,0,0,1,2,1067,2974,1
1,0,1,0,21,1,0,1,2,2,0,2,2,2,0,1,2,1321,3354,0
0,0,0,0,34,1,2,1,0,0,0,2,0,0,0,0,1,869,3711,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,300,140,0
1,0,0,0,38,1,2,1,0,0,0,0,0,0,0,1,1,740,3670,0
0,1,1,0,53,1,0,1,0,0,2,2,2,2,1,1,2,1221,4836,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0,32,26,1
1,0,1,0,65,1,2,1,2,0,2,0,2,2,2,1,1,1349,5342,1
1,0,0,0,55,1,2,1,2,0,0,2,2,2,0,1,3,1336,4975,0
0,0,1,1,15,1,2,1,0,2,0,0,0,0,0,1,1,867,2539,0
0,0,0,0,67,1,0,0,2,0,2,0,0,0,1,1,1,435,4121,0
0,1,1,0,52,1,2,2,1,1,1,1,1,1,2,0,1,91,2550,0
1,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,793,1803,0
0,0,0,0,29,1,0,0,2,0,0,0,0,0,0,1,3,344,2866,0
0,0,0,0,35,1,2,1,0,2,0,0,2,2,0,1,2,1222,4093,1
0,0,0,0,17,0,1,0,0,0,2,2,0,0,0,1,2,186,1624,0
0,1,1,1,54,1,2,0,2,0,2,2,2,0,1,0,2,801,4339,0
0,0,1,0,38,0,1,0,2,0,2,0,2,2,0,0,2,463,3356,1
1,0,0,0,20,1,2,1,0,2,0,0,0,0,0,1,2,912,3145,1
1,0,0,0,1,0,1,0,0,2,2,2,0,0,0,1,1,243,348,1
1,1,0,0,32,1,2,2,1,1,1,1,1,1,1,1,0,87,1980,0
1,0,1,0,43,0,1,0,0,2,2,0,2,2,2,0,0,432,3483,0
0,0,1,1,29,1,0,0,2,0,0,2,0,2,0,0,0,628,3198,0
0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,1,0,46,2812,0
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,783,1125,1
1,0,0,1,34,1,0,1,0,0,2,0,2,0,1,1,2,964,3819,1
1,1,1,0,22,1,2,1,0,2,2,0,2,2,0,1,2,1318,3358,0
0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,1,17,2087,0
0,0,1,1,41,1,0,1,0,0,2,0,2,2,0,1,2,1096,4201,0
0,0,1,1,32,1,0,1,0,0,2,0,2,2,1,1,2,1123,3867,1
0,0,1,1,6,1,0,2,1,1,1,1,1,1,2,0,3,25,602,0
0,0,1,1,66,1,2,1,2,0,2,2,0,2,1,1,0,1244,5265,0
1,0,0,0,14,1,2,1,0,2,0,2,0,2,0,0,2,1161,2778,0
1,0,1,1,52,1,0,0,2,2,0,2,2,0,2,1,3,681,4140,0
1,0,1,1,20,1,0,2,1,1,1,1,1,1,1,0,3,24,1151,0
0,0,1,1,39,1,0,0,2,2,0,2,0,2,0,1,3,713,3719,0
0,0,1,1,21,1,0,2,1,1,1,1,1,1,1,0,0,43,1352,0
1,0,0,0,38,0,1,0,0,0,0,2,0,2,0,1,2,246,2814,0
1,0,0,0,44,1,0,2,1,1,1,1,1,1,1,1,2,36,2104,1
